MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
2019-10-01,SpecialistsFFS,psychiatry,Payer O,19316
2019-10-01,SpecialistsFFS,psychiatry,Payer W,3317
2019-10-01,SpecialistsFFS,psychiatry,Payer H,52541
2019-10-01,SpecialistsFFS,psychiatry,Payer B,2124
2019-10-01,SpecialistsFFS,psychology,Payer CA,8091
2019-10-01,SpecialistsFFS,psychology,Payer CO,12760
2019-10-01,SpecialistsFFS,psychology,Payer F,4796
2019-10-01,SpecialistsFFS,psychology,Payer S,14989
2019-10-01,SpecialistsFFS,pulmonary,Payer W,26066
2019-10-01,SpecialistsFFS,pulmonary,Payer F,127
2019-10-01,SpecialistsFFS,pulmonary,Payer W,1942
2019-10-01,SpecialistsFFS,pulmonary,Payer W,518
2019-10-01,SpecialistsFFS,pulmonary,Payer B,1687
2019-10-01,SpecialistsFFS,pulmonary,Payer CA,0
2019-10-01,SpecialistsFFS,pulmonary,Payer W,10477
2019-10-01,SpecialistsFFS,radiology oncology,Payer F,7978
2019-10-01,SpecialistsFFS,radiology oncology,Payer H,7049
2019-10-01,SpecialistsFFS,radiology oncology,Payer O,438
2019-10-01,SpecialistsFFS,radiology oncology,Payer W,1402
2019-10-01,SpecialistsFFS,radiology oncology,Payer F,303280
2019-10-01,SpecialistsFFS,radiology therapy,Payer O,42835
2019-10-01,SpecialistsFFS,radiology therapy,Payer B,2687
2019-10-01,SpecialistsFFS,radiology,Payer CA,83601
2019-10-01,SpecialistsFFS,radiology,Payer CO,9574
2019-10-01,SpecialistsFFS,radiology,Payer S,6137
2019-10-01,SpecialistsFFS,radiology,Payer W,22678
2019-10-01,SpecialistsFFS,radiology,Payer CA,278035
2019-10-01,SpecialistsFFS,radiology,Payer CO,69704
2019-10-01,SpecialistsFFS,radiology,Payer F,1147110
2019-10-01,SpecialistsFFS,radiology,Payer O,265513
2019-10-01,SpecialistsFFS,radiology,Payer S,418
2019-10-01,SpecialistsFFS,radiology,Payer B,33455
2019-10-01,SpecialistsFFS,radiology,Payer B,1681
2019-10-01,SpecialistsFFS,nurse,Payer W,72
2019-10-01,SpecialistsFFS,rehab,Payer B,2423
2019-10-01,SpecialistsFFS,rehab,Payer CA,11843
2019-10-01,SpecialistsFFS,rehab,Payer CO,25443
2019-10-01,SpecialistsFFS,,Payer F,1338600
2019-10-01,SpecialistsFFS,rheumatology,Payer O,172216
2019-10-01,SpecialistsFFS,rheumatology,Payer W,156134
2019-10-01,SpecialistsFFS,rheumatology,Payer S,5850
2019-10-01,SpecialistsFFS,rheumatology,Payer B,50129
2019-10-01,SpecialistsFFS,rheumatology,Payer F,509366
2019-10-01,SpecialistsFFS,rheumatology,Payer O,62290
2019-10-01,SpecialistsFFS,rheumatology,Payer H,306
2019-10-01,SpecialistsFFS,,Payer F,20916
2019-10-01,SpecialistsFFS,diagnostic,Payer O,3463
2019-10-01,SpecialistsFFS,,Payer W,30096
2019-10-01,SpecialistsFFS,,Payer W,4774
2019-10-01,SpecialistsFFS,therapy,Payer CA,27483
2019-10-01,SpecialistsFFS,,Payer CO,14076
2019-10-01,SpecialistsFFS,,Payer F,87982
2019-10-01,SpecialistsFFS,sports,Payer O,15401
2019-10-01,SpecialistsFFS,sports,Payer S,2750
2019-10-01,SpecialistsFFS,sports,Payer W,16410
2019-10-01,SpecialistsFFS,,Payer B,505
2019-10-01,SpecialistsFFS,,Payer CA,3664
2019-10-01,SpecialistsFFS,,Payer F,32273
2019-10-01,SpecialistsFFS,surgery,Payer F,2317
2019-10-01,SpecialistsFFS,oncology surgery,Payer H,27937
2019-10-01,SpecialistsFFS,surgery,Payer F,2024
2019-10-01,SpecialistsFFS,,Payer W,820
2019-10-01,SpecialistsFFS,surgery,Payer F,6463
2019-10-01,SpecialistsFFS,surgery,Payer CA,6670
2019-10-01,SpecialistsFFS,critical surgery,Payer F,4659
2019-10-01,SpecialistsFFS,oncology surgery,Payer O,992
2019-10-01,SpecialistsFFS,oncology surgery,Payer W,1416
2019-10-01,SpecialistsFFS,therapy,Payer W,3990
2019-10-01,SpecialistsFFS,therapy,Payer CO,9212
2019-10-01,SpecialistsFFS,physical therapy occupational,Payer S,371
2019-10-01,SpecialistsFFS,surgery thoracic cardiovascular,Payer F,2259
2019-10-01,SpecialistsFFS,surgery thoracic,Payer S,1244
2019-10-01,SpecialistsFFS,surgery thoracic,Payer CO,1023
2019-10-01,SpecialistsFFS,surgery thoracic,Payer B,100
2019-10-01,SpecialistsFFS,surgery thoracic,Payer H,271
2019-10-01,SpecialistsFFS,,Payer F,242
2019-10-01,SpecialistsFFS,surgery,Payer CA,742
2019-10-01,SpecialistsFFS,,Payer W,144
2019-10-01,SpecialistsFFS,,Payer F,1557
2019-10-01,SpecialistsFFS,,Payer O,2892
2019-10-01,SpecialistsFFS,,Payer B,1765
2019-10-01,SpecialistsFFS,urology,Payer B,530
2019-10-01,SpecialistsFFS,urology,Payer CA,3964
2019-10-01,SpecialistsFFS,urology,Payer CO,399
2019-10-01,SpecialistsFFS,urology,Payer F,1380
2019-10-01,SpecialistsFFS,urology,Payer O,2962
2019-10-01,SpecialistsFFS,urology,Payer S,293
2019-10-01,SpecialistsFFS,urology,Payer F,2306
2019-10-01,SpecialistsFFS,,Payer F,1156
2019-10-01,SpecialistsFFS,vascular interventional,Payer W,670
2019-10-01,SpecialistsFFS,radiology vascular interventional,Payer CA,1783
2019-10-01,SpecialistsFFS,vascular surgery,Payer F,7314
2019-10-01,SpecialistsFFS,vascular surgery,Payer B,56333
2019-10-01,SpecialistsFFS,vascular surgery,Payer CA,130257
2019-10-01,SpecialistsFFS,vascular surgery,Payer CO,22339
2019-10-01,SpecialistsFFS,vascular surgery,Payer F,501402
2019-10-01,SpecialistsFFS,vascular surgery,Payer O,44255
2019-10-01,SpecialistsFFS,,Payer S,1657
2019-10-01,SpecialistsFFS,,Payer W,84456
2019-10-01,SpecialistsFFS,,Payer W,372
2019-10-01,SpecialistsFFS,,Payer S,707
2019-10-01,SpecialistsFFS,nurse,Payer F,74084
2019-10-01,SpecialistsFFS,nurse,Payer B,1147
2019-10-01,SpecialistsFFS,,Payer CA,14917
2019-10-01,SpecialistsFFS,,Payer F,510972
2019-10-01,SpecialistsFFS,ambulance,Payer O,17473
2019-10-01,SpecialistsFFS,ambulance,Payer S,293
2019-10-01,SpecialistsFFS,ambulance,Payer W,118931
2019-11-01,AncillaryFFS,ambulance,Payer F,87920
2019-11-01,AncillaryFFS,ambulance,Payer O,64451
2019-11-01,AncillaryFFS,ambulance,Payer S,0
2019-11-01,AncillaryFFS,ambulance,Payer W,2049
2019-11-01,AncillaryFFS,emergency ambulance,Payer UN,0
2019-11-01,AncillaryFFS,ambulance,Payer B,9706
2019-11-01,AncillaryFFS,ambulatory surgery,Payer CA,633
2019-11-01,AncillaryFFS,ambulatory,Payer UN,0
2019-11-01,AncillaryFFS,,Payer CA,580040
2019-11-01,AncillaryFFS,,Payer CO,18850
2019-11-01,AncillaryFFS,,Payer F,1030041
2019-11-01,AncillaryFFS,anesthesiology,Payer H,238075
2019-11-01,AncillaryFFS,anesthesiology,Payer O,181803
2019-11-01,AncillaryFFS,anesthesiology,Payer S,19414
2019-11-01,AncillaryFFS,anesthesiology,Payer W,174652
2019-11-01,AncillaryFFS,,Payer S,9454
2019-11-01,AncillaryFFS,cardiology electrophysiology,Payer B,2834
2019-11-01,AncillaryFFS,electrophysiology,Payer W,12136
2019-11-01,AncillaryFFS,electrophysiology,Payer UN,13120
2019-11-01,AncillaryFFS,cardiology,Payer W,7834
2019-11-01,AncillaryFFS,cardiology,Payer W,208
2019-11-01,AncillaryFFS,cardiology,Payer CA,914
2019-11-01,AncillaryFFS,cardiology,Payer H,4830
2019-11-01,AncillaryFFS,surgery cardiovascular,Payer CA,569
2019-11-01,AncillaryFFS,nurse,Payer F,1797
2019-11-01,AncillaryFFS,chiropractic,Payer UN,0
2019-11-01,AncillaryFFS,chiropractic,Payer CA,3331
2019-11-01,AncillaryFFS,laboratory,Payer CA,144
2019-11-01,AncillaryFFS,nurse,Payer F,3540
2019-11-01,AncillaryFFS,,Payer W,503
2019-11-01,AncillaryFFS,mental,Payer CA,929
2019-11-01,AncillaryFFS,mental rehab,Payer F,9004
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer W,1774
2019-11-01,AncillaryFFS,,Payer CA,588
2019-11-01,AncillaryFFS,dermatology,Payer S,416
2019-11-01,AncillaryFFS,dermatology,Payer CA,0
2019-11-01,AncillaryFFS,dermatology,Payer UN,0
2019-11-01,AncillaryFFS,dermatology,Payer UL,3866
2019-11-01,AncillaryFFS,dermatology,Payer S,698
2019-11-01,AncillaryFFS,dermatopathology,Payer W,348
2019-11-01,AncillaryFFS,dermatopathology,Payer W,2482
2019-11-01,AncillaryFFS,dermatopathology,Payer F,15956
2019-11-01,AncillaryFFS,diagnostic,Payer W,443
2019-11-01,AncillaryFFS,diagnostic radiology,Payer F,42702
2019-11-01,AncillaryFFS,,Payer O,4362
2019-11-01,AncillaryFFS,,Payer CA,1529
2019-11-01,AncillaryFFS,dialysis,Payer CO,1276
2019-11-01,AncillaryFFS,dialysis,Payer F,1360
2019-11-01,AncillaryFFS,dialysis,Payer UN,0
2019-11-01,AncillaryFFS,,Payer W,670
2019-11-01,AncillaryFFS,,Payer F,14081
2019-11-01,AncillaryFFS,psychology,Payer O,1876
2019-11-01,AncillaryFFS,,Payer UN,608
2019-11-01,AncillaryFFS,,Payer H,2580
2019-11-01,AncillaryFFS,,Payer CA,607
2019-11-01,AncillaryFFS,,Payer UN,1124
2019-11-01,AncillaryFFS,,Payer CO,63924
2019-11-01,AncillaryFFS,emergency,Payer CA,469483
2019-11-01,AncillaryFFS,emergency,Payer S,31679
2019-11-01,AncillaryFFS,emergency,Payer W,391126
2019-11-01,AncillaryFFS,emergency,Payer CA,1792
2019-11-01,AncillaryFFS,emergency,Payer S,15490
2019-11-01,AncillaryFFS,endocrinology,Payer UN,0
2019-11-01,AncillaryFFS,endocrinology,Payer CO,100941
2019-11-01,AncillaryFFS,endocrinology,Payer B,6685
2019-11-01,AncillaryFFS,,Payer CA,258339
2019-11-01,AncillaryFFS,family,Payer W,166814
2019-11-01,AncillaryFFS,family,Payer UN,116341
2019-11-01,AncillaryFFS,family,Payer F,67683
2019-11-01,AncillaryFFS,family,Payer O,5750
2019-11-01,AncillaryFFS,family,Payer UN,591
2019-11-01,AncillaryFFS,family,Payer CA,2719
2019-11-01,AncillaryFFS,family,Payer W,1283
2019-11-01,AncillaryFFS,,Payer F,40385
2019-11-01,AncillaryFFS,gastroenterology,Payer O,638
2019-11-01,AncillaryFFS,gastroenterology,Payer UN,0
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer S,1859
2019-11-01,AncillaryFFS,,Payer B,787
2019-11-01,AncillaryFFS,,Payer CA,11647
2019-11-01,AncillaryFFS,,Payer F,91899
2019-11-01,AncillaryFFS,,Payer O,16484
2019-11-01,AncillaryFFS,surgery,Payer UN,4361
2019-11-01,AncillaryFFS,surgery,Payer W,7652
2019-11-01,AncillaryFFS,surgery,Payer S,912
2019-11-01,AncillaryFFS,surgery,Payer F,3107
2019-11-01,AncillaryFFS,surgery,Payer UN,0
2019-11-01,AncillaryFFS,,Payer CA,1978
2019-11-01,AncillaryFFS,,Payer F,84954
2019-11-01,AncillaryFFS,,Payer O,4563
2019-11-01,AncillaryFFS,,Payer S,388
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer W,8
2019-11-01,AncillaryFFS,,Payer CA,7873
2019-11-01,AncillaryFFS,,Payer F,14354
2019-11-01,AncillaryFFS,,Payer O,1250
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer W,1874
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer F,574
2019-11-01,AncillaryFFS,,Payer W,1082
2019-11-01,AncillaryFFS,,Payer UL,1066
2019-11-01,AncillaryFFS,,Payer W,2806
2019-11-01,AncillaryFFS,,Payer CA,3925
2019-11-01,AncillaryFFS,,Payer O,904
2019-11-01,AncillaryFFS,,Payer W,1940
2019-11-01,AncillaryFFS,,Payer W,25580
2019-11-01,AncillaryFFS,infusion,Payer W,4724
2019-11-01,AncillaryFFS,,Payer S,0
2019-11-01,AncillaryFFS,,Payer F,2688344
2019-11-01,AncillaryFFS,,Payer O,169848
2019-11-01,AncillaryFFS,,Payer B,3231
2019-11-01,AncillaryFFS,,Payer CO,33023
2019-11-01,AncillaryFFS,,Payer S,0
2019-11-01,AncillaryFFS,,Payer W,221646
2019-11-01,AncillaryFFS,,Payer CA,12152
2019-11-01,AncillaryFFS,,Payer UN,19823
2019-11-01,AncillaryFFS,,Payer H,247286
2019-11-01,AncillaryFFS,diagnostic,Payer CA,706
2019-11-01,AncillaryFFS,laboratory,Payer F,4116
2019-11-01,AncillaryFFS,laboratory,Payer F,2229
2019-11-01,AncillaryFFS,laboratory,Payer W,0
2019-11-01,AncillaryFFS,infectious,Payer CA,41328
2019-11-01,AncillaryFFS,infectious,Payer F,0
2019-11-01,AncillaryFFS,infectious,Payer H,3146
2019-11-01,AncillaryFFS,infusion,Payer W,1181145
2019-11-01,AncillaryFFS,infusion,Payer B,0
2019-11-01,AncillaryFFS,,Payer F,3185
2019-11-01,AncillaryFFS,,Payer H,1305
2019-11-01,AncillaryFFS,,Payer F,759
2019-11-01,AncillaryFFS,,Payer F,906665
2019-11-01,AncillaryFFS,,Payer H,150830
2019-11-01,AncillaryFFS,,Payer O,107454
2019-11-01,AncillaryFFS,,Payer F,4005
2019-11-01,AncillaryFFS,,Payer B,0
2019-11-01,AncillaryFFS,interventional cardiology,Payer CA,4876
2019-11-01,AncillaryFFS,interventional cardiology,Payer CO,16945
2019-11-01,AncillaryFFS,laboratory,Payer W,24987
2019-11-01,AncillaryFFS,laboratory,Payer B,0
2019-11-01,AncillaryFFS,laboratory,Payer CA,11744
2019-11-01,AncillaryFFS,laboratory,Payer CO,3183
2019-11-01,AncillaryFFS,laboratory,Payer F,235912
2019-11-01,AncillaryFFS,,Payer O,8200
2019-11-01,AncillaryFFS,,Payer S,664
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer W,8783
2019-11-01,AncillaryFFS,,Payer F,393
2019-11-01,AncillaryFFS,,Payer W,2107
2019-11-01,AncillaryFFS,,Payer CA,421835
2019-11-01,AncillaryFFS,,Payer CO,99742
2019-11-01,AncillaryFFS,,Payer S,43073
2019-11-01,AncillaryFFS,diagnostic,Payer UN,80447
2019-11-01,AncillaryFFS,,Payer W,138515
2019-11-01,AncillaryFFS,neurology,Payer B,21907
2019-11-01,AncillaryFFS,neurology,Payer UN,0
2019-11-01,AncillaryFFS,neurology,Payer H,87888
2019-11-01,AncillaryFFS,neurology,Payer F,1682902
2019-11-01,AncillaryFFS,neurology,Payer O,230603
2019-11-01,AncillaryFFS,neurology,Payer UL,2765
2019-11-01,AncillaryFFS,psychiatry,Payer B,1181
2019-11-01,AncillaryFFS,neurology,Payer B,180
2019-11-01,AncillaryFFS,neurology,Payer W,682
2019-11-01,AncillaryFFS,neurosurgery,Payer CA,2647
2019-11-01,AncillaryFFS,,Payer CA,3411
2019-11-01,AncillaryFFS,nuclear,Payer CA,24947
2019-11-01,AncillaryFFS,nurse,Payer CO,6075
2019-11-01,AncillaryFFS,nurse,Payer F,106195
2019-11-01,AncillaryFFS,nurse,Payer O,10998
2019-11-01,AncillaryFFS,,Payer S,7087
2019-11-01,AncillaryFFS,obstetrics gynecology,Payer W,16005
2019-11-01,AncillaryFFS,obstetrics gynecology,Payer W,664
2019-11-01,AncillaryFFS,,Payer O,1551
2019-11-01,AncillaryFFS,oncology,Payer UN,0
2019-11-01,AncillaryFFS,oncology,Payer UN,0
2019-11-01,AncillaryFFS,oncology,Payer B,7676
2019-11-01,AncillaryFFS,oncology hematology,Payer F,94
2019-11-01,AncillaryFFS,ophthalmology,Payer CA,1004
2019-11-01,AncillaryFFS,optometry,Payer UN,1589
2019-11-01,AncillaryFFS,surgery orthopedic,Payer H,6761
2019-11-01,AncillaryFFS,surgery orthopedic,Payer B,0
2019-11-01,AncillaryFFS,surgery orthopedic,Payer F,909
2019-11-01,AncillaryFFS,orthotics prosthetics,Payer UN,0
2019-11-01,AncillaryFFS,,Payer W,18846
2019-11-01,AncillaryFFS,,Payer CA,1247
2019-11-01,AncillaryFFS,osteopath,Payer CO,1996
2019-11-01,AncillaryFFS,,Payer F,8048
2019-11-01,AncillaryFFS,,Payer UN,303
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer CA,811
2019-11-01,AncillaryFFS,,Payer F,8628
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer S,1858
2019-11-01,AncillaryFFS,,Payer CA,49398
2019-11-01,AncillaryFFS,pathology,Payer W,10670
2019-11-01,AncillaryFFS,pathology,Payer H,8267
2019-11-01,AncillaryFFS,pathology,Payer CA,54
2019-11-01,AncillaryFFS,pathology,Payer UL,1741
2019-11-01,AncillaryFFS,pathology,Payer H,639
2019-11-01,AncillaryFFS,pathology,Payer F,1625
2019-11-01,AncillaryFFS,pediatric,Payer O,0
2019-11-01,AncillaryFFS,,Payer F,11594
2019-11-01,AncillaryFFS,,Payer F,3154
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer W,423
2019-11-01,AncillaryFFS,infusion therapy,Payer CA,13701
2019-11-01,AncillaryFFS,rehab physical,Payer CO,789
2019-11-01,AncillaryFFS,rehab physical,Payer F,17216
2019-11-01,AncillaryFFS,rehab physical,Payer O,7543
2019-11-01,AncillaryFFS,rehab physical,Payer UN,631
2019-11-01,AncillaryFFS,therapy physical,Payer W,12890
2019-11-01,AncillaryFFS,physical,Payer F,2196
2019-11-01,AncillaryFFS,physical,Payer W,10136
2019-11-01,AncillaryFFS,,Payer B,12422
2019-11-01,AncillaryFFS,surgery plastic,Payer CA,0
2019-11-01,AncillaryFFS,pediatric,Payer CO,313
2019-11-01,AncillaryFFS,pediatric,Payer B,95896
2019-11-01,AncillaryFFS,pediatric,Payer F,1150
2019-11-01,AncillaryFFS,pediatric,Payer O,1604
2019-11-01,AncillaryFFS,pediatric,Payer CA,5196
2019-11-01,AncillaryFFS,pediatric,Payer W,515
2019-11-01,AncillaryFFS,pediatric,Payer UN,0
2019-11-01,AncillaryFFS,pediatric,Payer H,3064
2019-11-01,AncillaryFFS,,Payer CA,1714
2019-11-01,AncillaryFFS,,Payer UL,567
2019-11-01,AncillaryFFS,orthotics,Payer F,1703
2019-11-01,AncillaryFFS,orthotics,Payer H,25351
2019-11-01,AncillaryFFS,,Payer B,180
2019-11-01,AncillaryFFS,psychiatry,Payer CA,2623
2019-11-01,AncillaryFFS,psychiatry,Payer F,5375
2019-11-01,AncillaryFFS,psychology,Payer O,688
2019-11-01,AncillaryFFS,psychology,Payer S,461
2019-11-01,AncillaryFFS,,Payer UN,10841
2019-11-01,AncillaryFFS,pulmonary,Payer W,681
2019-11-01,AncillaryFFS,pulmonary,Payer F,2005
2019-11-01,AncillaryFFS,pulmonary,Payer O,1796
2019-11-01,AncillaryFFS,pulmonology,Payer F,404582
2019-11-01,AncillaryFFS,,Payer O,8254
2019-11-01,AncillaryFFS,radiology oncology,Payer B,21533
2019-11-01,AncillaryFFS,radiology oncology,Payer W,22493
2019-11-01,AncillaryFFS,radiology oncology,Payer CA,0
2019-11-01,AncillaryFFS,radiology therapy,Payer UN,0
2019-11-01,AncillaryFFS,radiology,Payer W,1928
2019-11-01,AncillaryFFS,radiology,Payer CO,30
2019-11-01,AncillaryFFS,radiology,Payer F,4403
2019-11-01,AncillaryFFS,radiology,Payer O,1600
2019-11-01,AncillaryFFS,radiology,Payer CA,1229
2019-11-01,AncillaryFFS,radiology,Payer UN,0
2019-11-01,AncillaryFFS,radiology,Payer W,0
2019-11-01,AncillaryFFS,radiology,Payer CA,11636
2019-11-01,AncillaryFFS,radiology,Payer F,26359
2019-11-01,AncillaryFFS,radiology oncology,Payer O,1928
2019-11-01,AncillaryFFS,nurse,Payer B,0
2019-11-01,AncillaryFFS,dialysis,Payer W,693
2019-11-01,AncillaryFFS,dialysis,Payer B,185
2019-11-01,AncillaryFFS,nurse,Payer CA,1812
2019-11-01,AncillaryFFS,nurse,Payer F,4212
2019-11-01,AncillaryFFS,nurse,Payer O,1126
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer W,5574
2019-11-01,AncillaryFFS,diagnostic,Payer F,10963
2019-11-01,AncillaryFFS,diagnostic,Payer O,1027
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer H,565
2019-11-01,AncillaryFFS,,Payer F,1324705
2019-11-01,AncillaryFFS,therapy,Payer O,381315
2019-11-01,AncillaryFFS,sports,Payer H,987
2019-11-01,AncillaryFFS,sports,Payer CA,45444
2019-11-01,AncillaryFFS,,Payer W,232992
2019-11-01,AncillaryFFS,,Payer CA,7933
2019-11-01,AncillaryFFS,,Payer W,6159
2019-11-01,AncillaryFFS,,Payer F,32258
2019-11-01,AncillaryFFS,,Payer O,4319
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer O,13329
2019-11-01,AncillaryFFS,,Payer H,416832
2019-11-01,AncillaryFFS,,Payer UN,0
2019-11-01,AncillaryFFS,,Payer F,469
2019-11-01,AncillaryFFS,urology,Payer O,607
2019-11-01,AncillaryFFS,urology,Payer W,10347
2019-11-01,AncillaryFFS,vascular surgery,Payer S,12455
2019-11-01,AncillaryFFS,vision,Payer B,6276
2019-11-01,AncillaryFFS,vision,Payer CA,56767
2019-11-01,AncillaryFFS,,Payer F,2908
2019-11-01,AncillaryFFS,,Payer H,842
2019-11-01,AncillaryFFS,,Payer O,1632
2019-11-01,AncillaryFFS,,Payer S,1562
2019-11-01,AncillaryFFS,,Payer W,4659
2019-11-01,AncillaryFFS,surgery,Payer UN,9491
2019-11-01,AncillaryFFS,ambulatory surgery,Payer F,1115
2019-11-01,AncillaryFFS,ambulatory surgery,Payer UN,0
2019-11-01,AncillaryFFS,ambulatory surgery,Payer CA,406
2019-11-01,AncillaryFFS,ambulatory surgery,Payer F,520304
2019-11-01,AncillaryFFS,ambulatory surgery,Payer O,19494
2019-11-01,AncillaryFFS,ambulatory surgery,Payer W,10267
2019-11-01,AncillaryFFS,ambulatory surgery,Payer S,10492
2019-11-01,AncillaryFFS,ambulatory surgery,Payer F,30358
2019-11-01,AncillaryFFS,,Payer O,29567
2019-11-01,AncillaryFFS,anesthesiology,Payer CA,27083
2019-11-01,ASCServices,anesthesiology,Payer CO,32025
2019-11-01,ASCServices,anesthesiology,Payer B,18646
2019-11-01,ASCServices,anesthesiology,Payer S,9397
2019-11-01,ASCServices,anesthesiology,Payer CA,323284
2019-11-01,ASCServices,anesthesiology,Payer F,400736
2019-11-01,ASCServices,anesthesiology,Payer O,20061
2019-11-01,ASCServices,anesthesiology,Payer UL,1884
2019-11-01,ASCServices,anesthesiology nurse,Payer W,228002
2019-11-01,ASCServices,,Payer UN,51128
2019-11-01,ASCServices,,Payer CA,284
2019-11-01,ASCServices,,Payer H,42267
2019-11-01,ASCServices,cardiology,Payer B,804
2019-11-01,ASCServices,cardiology,Payer CA,54764
2019-11-01,ASCServices,cardiology,Payer CO,5305
2019-11-01,ASCServices,anesthesiology nurse,Payer F,194892
2019-11-01,ASCServices,anesthesiology nurse,Payer O,31465
2019-11-01,ASCServices,colon surgery rectal,Payer UN,12546
2019-11-01,ASCServices,colon surgery rectal,Payer W,18987
2019-11-01,ASCServices,surgery,Payer S,2179
2019-11-01,ASCServices,colorectal surgery,Payer CA,1219
2019-11-01,ASCServices,,Payer F,1045984
2019-11-01,ASCServices,,Payer O,155764
2019-11-01,ASCServices,,Payer F,2477
2019-11-01,ASCServices,gastroenterology,Payer O,74
2019-11-01,ASCServices,gastroenterology,Payer W,0
2019-11-01,ASCServices,gastroenterology,Payer B,9539
2019-11-01,ASCServices,gastroenterology,Payer UL,1040
2019-11-01,ASCServices,gastroenterology,Payer CA,2017
2019-11-01,ASCServices,gastroenterology,Payer W,1936
2019-11-01,ASCServices,gastroenterology,Payer UN,897
2019-11-01,ASCServices,gastroenterology,Payer F,271
2019-11-01,ASCServices,,Payer B,2935
2019-11-01,ASCServices,surgery,Payer F,759
2019-11-01,ASCServices,surgery,Payer UN,911
2019-11-01,ASCServices,surgery,Payer B,7462
2019-11-01,ASCServices,surgery,Payer CA,80372
2019-11-01,ASCServices,,Payer CO,7845
2019-11-01,ASCServices,laboratory,Payer F,300736
2019-11-01,ASCServices,laboratory,Payer O,51599
2019-11-01,ASCServices,,Payer S,2329
2019-11-01,ASCServices,,Payer UN,7485
2019-11-01,ASCServices,neurology,Payer W,21529
2019-11-01,ASCServices,neurology,Payer S,2082
2019-11-01,ASCServices,surgery neurology,Payer F,4523
2019-11-01,ASCServices,anesthesiology nurse,Payer O,4066
2019-11-01,ASCServices,obstetrics gynecology,Payer UN,0
2019-11-01,ASCServices,ophthalmology,Payer F,9089
2019-11-01,ASCServices,ophthalmology,Payer CA,0
2019-11-01,ASCServices,,Payer F,10292
2019-11-01,ASCServices,ophthalmology,Payer O,7192
2019-11-01,ASCServices,surgery orthopedic,Payer B,1349
2019-11-01,ASCServices,surgery orthopedic,Payer H,138103
2019-11-01,ASCServices,surgery orthopedic,Payer F,16287
